number,status,heuristic_score,comments,activity_state,formalized,prize,tags,url,statement
459,solved (Lean),6,3,,no,no,"['number theory', 'primes']",https://www.erdosproblems.com/459,"Let $f(u)$ be the largest $v$ such that no $m\in (u,v)$ is composed entirely of primes dividing $uv$. Estimate $f(u)$."
460,open,41,22,open,no,no,['number theory'],https://www.erdosproblems.com/460,"Let $a_0=0$ and $a_1=1$, and in general define $a_k$ to be the least integer $>a_{k-1}$ for which $(n-a_k,n-a_i)=1$ for all $0\leq i<k$. Does\[\sum_{0<a_i< n}\frac{1}{a_i}\to \infty\]as $n\to \infty$? What about if we restrict the sum to those $i$ such that $n-a_j$ is divisible by some prime $\leq a_j$, or the complement of such $i$?"
461,open,48,0,open,no,no,"['number theory', 'primes']",https://www.erdosproblems.com/461,"Let $s_t(n)$ be the $t$-smooth component of $n$ - that is, the product of all primes $p$ (with multiplicity) dividing $n$ such that $p<t$. Let $f(n,t)$ count the number of distinct possible values for $s_t(m)$ for $m\in [n+1,n+t]$. Is it true that\[f(n,t)\gg t\](uniformly, for all $t$ and $n$)?"
462,open,50,1,open,no,no,"['number theory', 'primes']",https://www.erdosproblems.com/462,Let $p(n)$ denote the least prime factor of $n$. There is a constant $c>0$ such that\[\sum_{\substack{n0$ such that\[\sum_{x\leq n\leq x+Cx^{1/2}(\log x)^2}\frac{p(n)}{n} \gg 1\]for all large $x$?
463,open,59,0,open,yes,no,"['number theory', 'primes']",https://www.erdosproblems.com/463,"Is there a function $f$ with $f(n)\to \infty$ as $n\to \infty$ such that, for all large $n$, there is a composite number $m$ such that\[n+f(n)<m<n+p(m)?\](Here $p(m)$ is the least prime factor of $m$.)"
464,proved,17,0,,no,no,['number theory'],https://www.erdosproblems.com/464,"Let $A=\{n_10$ with $n_{k+1}\geq (1+\epsilon)n_k$ for all $k$). Must there exist an irrational $\theta$ such that\[\{ \|\theta n_k\| : k\geq 1\}\]is not dense in $[0,1]$ (where $\| x\|$ is the distance to the nearest integer)?"
465,proved,17,0,,no,no,['number theory'],https://www.erdosproblems.com/465,"Let $N(X,\delta)$ denote the maximum number of points $P_1,\ldots,P_n$ which can be chosen in a circle of radius $X$ such that\[\| \lvert P_i-P_j\rvert \| \geq \delta\]for all $1\leq i0$)\[N(X,\delta)<X^{1/2+o(1)}?\]"
466,proved,17,0,,no,no,['number theory'],https://www.erdosproblems.com/466,"Let $N(X,\delta)$ denote the maximum number of points $P_1,\ldots,P_n$ which can be chosen in a circle of radius $X$ such that\[\| \lvert P_i-P_j\rvert \| \geq \delta\]for all $1\leq i0$ such that\[\lim_{x\to \infty}N(X,\delta)=\infty?\]"
467,open,49,1,open,no,no,['number theory'],https://www.erdosproblems.com/467,"Prove the following for all large $x$: there is a choice of congruence classes $a_p$ for all primes $p\leq x$ and a decomposition $\{p\leq x\}=A\sqcup B$ into two non-empty sets such that, for all $n<x$, there exist some $p\in A$ and $q\in B$ such that $n\equiv a_p\pmod{p}$ and $n\equiv a_q\pmod{q}$."
468,open,49,7,open,no,no,"['number theory', 'divisors']",https://www.erdosproblems.com/468,"For any $n$ let $D_n$ be the set of sums of the shape $d_1,d_1+d_2,d_1+d_2+d_3,\ldots$ where $1<d_1<d_2<\cdots$ are the divisors of $n$. 
What is the size of $D_n\backslash \cup_{m<n}D_m$?
If $f(N)$ is the minimal $n$ such that $N\in D_n$ then is it true that $f(N)=o(N)$? Perhaps just for almost all $N$?"
469,open,64,2,open,yes,no,"['number theory', 'divisors']",https://www.erdosproblems.com/469,"Let $A$ be the set of all $n$ such that $n=d_1+\cdots+d_k$ with $d_i$ distinct proper divisors of $n$, but this is not true for any $m\mid n$ with $m<n$. Does\[\sum_{n\in A}\frac{1}{n}\]converge?"
470,open,56,2,open,yes,$10,"['number theory', 'divisors']",https://www.erdosproblems.com/470,"Call $n$ weird if $\sigma(n)\geq 2n$ and $n$ is not pseudoperfect, that is, it is not the sum of any set of its divisors.
Are there any odd weird numbers? Are there infinitely many primitive weird numbers, i.e. those such that no proper divisor of $n$ is weird?"
471,proved,9,2,,no,no,['number theory'],https://www.erdosproblems.com/471,"Given a finite set of primes $Q=Q_0$, define a sequence of sets $Q_i$ by letting $Q_{i+1}$ be $Q_i$ together with all primes formed by adding three distinct elements of $Q_i$. Is there some initial choice of $Q$ such that the $Q_i$ become arbitrarily large?"
472,open,54,1,open,no,no,['number theory'],https://www.erdosproblems.com/472,Given some initial finite sequence of primes $q_1<\cdots<q_m$ extend it so that $q_{n+1}$ is the smallest prime of the form $q_n+q_i-1$ for $n\geq m$. Is there an initial starting sequence so that the resulting sequence is infinite?
473,proved,10,3,,no,no,['number theory'],https://www.erdosproblems.com/473,"Is there a permutation $a_1,a_2,\ldots$ of the positive integers such that $a_k+a_{k+1}$ is always prime?"
474,not provable,7,1,open,no,$100,"['set theory', 'ramsey theory']",https://www.erdosproblems.com/474,"Under what set theoretic assumptions is it true that $\mathbb{R}^2$ can be $3$-coloured such that, for every uncountable $A\subseteq \mathbb{R}^2$, $A^2$ contains a pair of each colour?"
475,decidable,71,3,open,no,no,"['number theory', 'additive combinatorics']",https://www.erdosproblems.com/475,"Let $p$ be a prime. Given any finite set $A\subseteq \mathbb{F}_p\backslash \{0\}$, is there always a rearrangement $A=\{a_1,\ldots,a_t\}$ such that all partial sums $\sum_{1\leq k\leq m}a_{k}$ are distinct, for all $1\leq m\leq t$?"
476,proved (Lean),10,1,,no,no,"['number theory', 'additive combinatorics']",https://www.erdosproblems.com/476,"Let $A\subseteq \mathbb{F}_p$. Let\[A\hat{+}A = \{ a+b : a\neq b \in A\}.\]Is it true that\[\lvert A\hat{+}A\rvert \geq \min(2\lvert A\rvert-3,p)?\]"
477,open,52,8,open,yes,no,['number theory'],https://www.erdosproblems.com/477,Is there a polynomial $f:\mathbb{Z}\to \mathbb{Z}$ of degree at least $2$ and a set $A\subset \mathbb{Z}$ such that for any $n\in \mathbb{Z}$ there is exactly one $a\in A$ and $b\in \{ f(k) : k\in\mathbb{Z}\}$ such that $n=a+b$?
478,open,58,2,open,no,no,"['number theory', 'factorials']",https://www.erdosproblems.com/478,Let $p$ be a prime and\[A_p = \{ k! \pmod{p} : 1\leq k<p\}.\]Is it true that\[\lvert A_p\rvert \sim (1-\tfrac{1}{e})p?\]
479,open,56,3,open,yes,no,['number theory'],https://www.erdosproblems.com/479,"Is it true that, for all $k\neq 1$, there are infinitely many $n$ such that $2^n\equiv k\pmod{n}$?"
480,proved,20,2,,yes,no,['number theory'],https://www.erdosproblems.com/480,"Let $x_1,x_2,\ldots\in [0,1]$ be an infinite sequence. Is it true that\[\inf_n \liminf_{m\to \infty} n \lvert x_{m+n}-x_m\rvert\leq 5^{-1/2}\approx 0.447?\]"
481,proved (Lean),5,6,,no,no,['number theory'],https://www.erdosproblems.com/481,"Let $a_1,\ldots,a_r,b_1,\ldots,b_r\in \mathbb{N}$ such that $\sum_{i}\frac{1}{a_i}>1$. For any finite sequence of $n$ (not necessarily distinct) integers $A=(x_1,\ldots,x_n)$ let $T(A)$ denote the sequence of length $rn$ given by\[(a_ix_j+b_i)_{1\leq j\leq n, 1\leq i\leq r}.\]Prove that, if $A_1=(1)$ and $A_{i+1}=T(A_i)$, then there must be some $A_k$ with repeated elements."
482,solved,12,0,,no,no,['number theory'],https://www.erdosproblems.com/482,"Define a sequence by $a_1=1$ and\[a_{n+1}=\lfloor\sqrt{2}(a_n+1/2)\rfloor\]for $n\geq 1$. The difference $a_{2n+1}-2a_{2n-1}$ is the $n$th digit in the binary expansion of $\sqrt{2}$.
Find similar results for $\theta=\sqrt{m}$, and other algebraic numbers."
483,open,42,4,open,no,no,"['number theory', 'additive combinatorics', 'ramsey theory']",https://www.erdosproblems.com/483,"Let $f(k)$ be the minimal $N$ such that if $\{1,\ldots,N\}$ is $k$-coloured then there is a monochromatic solution to $a+b=c$. Estimate $f(k)$. In particular, is it true that $f(k) 0$?"
484,proved (Lean),1,1,,no,no,"['number theory', 'additive combinatorics', 'ramsey theory']",https://www.erdosproblems.com/484,"Prove that there exists an absolute constant $c>0$ such that, whenever $\{1,\ldots,N\}$ is $k$-coloured (and $N$ is large enough depending on $k$) then there are at least $cN$ many integers in $\{1,\ldots,N\}$ which are representable as a monochromatic sum (that is, $a+b$ where $a,b\in \{1,\ldots,N\}$ are in the same colour class and $a\neq b$)."
485,proved,14,1,,no,no,"['analysis', 'polynomials']",https://www.erdosproblems.com/485,"Let $f(k)$ be the minimum number of terms in $P(x)^2$, where $P\in \mathbb{Q}[x]$ ranges over all polynomials with exactly $k$ non-zero terms. Is it true that $f(k)\to\infty$ as $k\to \infty$?"
486,open,47,8,open,yes,no,"['number theory', 'primitive sets']",https://www.erdosproblems.com/486,"Let $A\subseteq \mathbb{N}$, and for each $n\in A$ choose some $X_n\subseteq \mathbb{Z}/n\mathbb{Z}$. Let\[B = \{ m\in \mathbb{N} : m\not\in X_n\pmod{n}\textrm{ for all }n\in A\textrm{ with }m>n\}.\]Must $B$ have a logarithmic density, i.e. is it true that\[\lim_{x\to \infty} \frac{1}{\log x}\sum_{\substack{m\in B\\ m<x}}\frac{1}{m}\]exists?"
487,proved (Lean),14,2,,no,no,['number theory'],https://www.erdosproblems.com/487,"Let $A\subseteq \mathbb{N}$ have positive density. Must there exist distinct $a,b,c\in A$ such that $[a,b]=c$ (where $[a,b]$ is the least common multiple of $a$ and $b$)?"
488,falsifiable,77,28,open,yes,no,['number theory'],https://www.erdosproblems.com/488,"Let $A$ be a finite set and\[B=\{ n \geq 1 : a\mid n\textrm{ for some }a\in A\}.\]Is it true that, for every $m>n\geq \max(A)$,\[\frac{\lvert B\cap [1,m]\rvert }{m}< 2\frac{\lvert B\cap [1,n]\rvert}{n}?\]"
489,open,51,3,open,yes,no,['number theory'],https://www.erdosproblems.com/489,"Let $A\subseteq \mathbb{N}$ be a set such that $\lvert A\cap [1,x]\rvert=o(x^{1/2})$. Let\[B=\{ n\geq 1 : a\nmid n\textrm{ for all }a\in A\}.\]If $B=\{b_1<b_2<\cdots\}$ then is it true that\[\lim \frac{1}{x}\sum_{b_i<x}(b_{i+1}-b_i)^2\]exists (and is finite)?"
490,proved,17,0,,no,no,['number theory'],https://www.erdosproblems.com/490,"Let $A,B\subseteq \{1,\ldots,N\}$ be such that all the products $ab$ with $a\in A$ and $b\in B$ are distinct. Is it true that\[\lvert A\rvert \lvert B\rvert \ll \frac{N^2}{\log N}?\]"
491,proved,17,0,,no,no,['number theory'],https://www.erdosproblems.com/491,"Let $f:\mathbb{N}\to \mathbb{R}$ be an additive function (i.e. $f(ab)=f(a)+f(b)$ whenever $(a,b)=1$). If there is a constant $c$ such that $\lvert f(n+1)-f(n)\rvert <c$ for all $n$ then must there exist some $c'$ such that\[f(n)=c'\log n+O(1)?\]"
492,disproved,12,0,,no,no,['number theory'],https://www.erdosproblems.com/492,"Let $A=\{a_1<a_2<\cdots\}\subseteq \mathbb{N}$ be infinite such that $a_{i+1}/a_i\to 1$. For any $x\geq a_1$ let\[f(x) = \frac{x-a_i}{a_{i+1}-a_i}\in [0,1),\]where $x\in [a_i,a_{i+1})$. Is it true that, for almost all $\alpha$, the sequence $f(\alpha n)$ is uniformly distributed in $[0,1)$?"
493,proved (Lean),10,4,,no,no,['number theory'],https://www.erdosproblems.com/493,Does there exist a $k$ such that every sufficiently large integer can be written in the form\[\prod_{i=1}^k a_i - \sum_{i=1}^k a_i\]for some integers $a_i\geq 2$?
494,proved,12,3,,yes,no,"['analysis', 'additive combinatorics']",https://www.erdosproblems.com/494,If $A\subset \mathbb{C}$ is a finite set and $k\geq 1$ then let\[A_k = \{ z_1+\cdots+z_k : z_i\in A\textrm{ distinct}\}.\]For $k>2$ does the multiset $A_k$ (together with the size of $A$) uniquely determine the set $A$?
495,open,63,0,open,yes,no,"['diophantine approximation', 'number theory']",https://www.erdosproblems.com/495,"Let $\alpha,\beta \in \mathbb{R}$. Is it true that\[\liminf_{n\to \infty} n \| n\alpha \| \| n\beta\| =0\]where $\|x\|$ is the distance from $x$ to the nearest integer?"
496,proved,17,0,,no,no,"['number theory', 'diophantine approximation']",https://www.erdosproblems.com/496,"Let $\alpha \in \mathbb{R}$ be irrational and $\epsilon>0$. Are there positive integers $x,y,z$ such that\[\lvert x^2+y^2-z^2\alpha\rvert <\epsilon?\]"
497,solved (Lean),14,1,,no,no,['combinatorics'],https://www.erdosproblems.com/497,"How many antichains in $[n]$ are there? That is, how many families of subsets of $[n]$ are there such that, if $\mathcal{F}$ is such a family and $A,B\in \mathcal{F}$, then $A\not\subseteq B$?"
498,proved (Lean),9,1,,no,no,"['combinatorics', 'analysis']",https://www.erdosproblems.com/498,"Let $z_1,\ldots,z_n\in\mathbb{C}$ with $1\leq \lvert z_i\rvert$ for $1\leq i\leq n$. Let $D$ be an arbitrary disc of radius $1$. Is it true that the number of sums of the shape\[\sum_{i=1}^n\epsilon_iz_i \textrm{ for }\epsilon_i\in \{-1,1\}\]which lie in $D$ is at most $\binom{n}{\lfloor n/2\rfloor}$?"
499,proved (Lean),20,1,,yes,no,['combinatorics'],https://www.erdosproblems.com/499,Let $M=(a_{ij})$ be a real $n\times n$ doubly stochastic matrix (i.e. the entries are non-negative and each column and row sums to $1$). Does there exist some $\sigma\in S_n$ such that\[\prod_{1\leq i\leq n}a_{i\sigma(i)}\geq n^{-n}?\]
500,open,58,0,open,no,$500,"['graph theory', 'hypergraphs', 'turan number']",https://www.erdosproblems.com/500,"What is $\mathrm{ex}_3(n,K_4^3)$? That is, the largest number of $3$-edges which can placed on $n$ vertices so that there exists no $K_4^3$, a set of 4 vertices which is covered by all 4 possible $3$-edges."
501,open,41,8,open,no,no,"['combinatorics', 'set theory']",https://www.erdosproblems.com/501,"For every $x\in\mathbb{R}$ let $A_x\subset \mathbb{R}$ be a bounded set with outer measure $<1$. Must there exist an infinite independent set, that is, some infinite $X\subseteq \mathbb{R}$ such that $x\not\in A_y$ for all $x\neq y\in X$?
If the sets $A_x$ are closed and have measure $<1$, then must there exist an independent set of size $3$?"
502,solved (Lean),14,1,,no,no,"['geometry', 'distances']",https://www.erdosproblems.com/502,"What is the size of the largest $A\subseteq \mathbb{R}^n$ such that there are only two distinct distances between elements of $A$? That is,\[\# \{ \lvert x-y\rvert : x\neq y\in A\} = 2.\]"
503,open,51,5,open,yes,no,"['geometry', 'distances']",https://www.erdosproblems.com/503,"What is the size of the largest $A\subseteq \mathbb{R}^d$ such that every three points from $A$ determine an isosceles triangle? That is, for any three points $x,y,z$ from $A$, at least two of the distances $\lvert x-y\rvert,\lvert y-z\rvert,\lvert x-z\rvert$ are equal."
504,solved,12,0,,no,no,['geometry'],https://www.erdosproblems.com/504,"Let $\alpha_n$ be the supremum of all $0\leq \alpha\leq \pi$ such that in every set $A\subset \mathbb{R}^2$ of size $n$ there exist three distinct points $x,y,z\in A$ such that the angle determined by $xyz$ is at least $\alpha$. Determine $\alpha_n$."
505,disproved (Lean),14,1,,no,no,['geometry'],https://www.erdosproblems.com/505,Is every set of diameter $1$ in $\mathbb{R}^n$ the union of at most $n+1$ sets of diameter $<1$?
506,decidable,79,1,,no,no,['geometry'],https://www.erdosproblems.com/506,"What is the minimum number of circles determined by any $n$ points in $\mathbb{R}^2$, not all on a circle?"
507,open,63,0,open,yes,no,['geometry'],https://www.erdosproblems.com/507,Let $\alpha(n)$ be such that every set of $n$ points in the unit disk contains three points which determine a triangle of area at most $\alpha(n)$. Estimate $\alpha(n)$.
508,open,56,1,open,yes,no,"['geometry', 'ramsey theory']",https://www.erdosproblems.com/508,"What is the chromatic number of the plane? That is, what is the smallest number of colours required to colour $\mathbb{R}^2$ such that no two points of the same colour are distance $1$ apart?"
509,open,63,0,open,yes,no,['analysis'],https://www.erdosproblems.com/509,Let $f(z)\in\mathbb{C}[z]$ be a monic non-constant polynomial. Can the set\[\{ z\in \mathbb{C} : \lvert f(z)\rvert \leq 1\}\]be covered by a set of circles the sum of whose radii is $\leq 2$?
510,open,60,1,open,yes,no,['analysis'],https://www.erdosproblems.com/510,If $A\subset \mathbb{Z}$ is a finite set of size $N$ then is there some absolute constant $c>0$ and $\theta$ such that\[\sum_{n\in A}\cos(n\theta) < -cN^{1/2}?\]
511,disproved,10,6,,no,no,['analysis'],https://www.erdosproblems.com/511,"Let $f(z)\in \mathbb{C}[z]$ be a monic polynomial of degree $n$. Is it true that, for every $c>1$, the set\[\{ z\in \mathbb{C} : \lvert f(z)\rvertc$ (where the implied constant is in particular independent of $n$)?"
512,proved,17,0,,no,no,['analysis'],https://www.erdosproblems.com/512,"Is it true that, if $A\subset \mathbb{Z}$ is a finite set of size $N$, then\[\int_0^1 \left\lvert \sum_{n\in A}e(n\theta)\right\rvert \mathrm{d}\theta \gg \log N,\]where $e(x)=e^{2\pi ix }$?"
513,open,56,6,open,yes,no,['analysis'],https://www.erdosproblems.com/513,Let $f=\sum_{n=0}^\infty a_nz^n$ be a transcendental entire function. What is the greatest possible value of\[\liminf_{r\to \infty} \frac{\max_n\lvert a_nr^n\rvert}{\max_{\lvert z\rvert=r}\lvert f(z)\rvert}?\]
514,open,45,3,open,no,no,['analysis'],https://www.erdosproblems.com/514,"Let $f(z)$ be an entire transcendental function. Does there exist a path $L$ so that, for every $n$,\[\lvert f(z)/z^n\rvert \to \infty\]as $z\to \infty$ along $L$?
Can the length of this path be estimated in terms of $M(r)=\max_{\lvert z\rvert=r}\lvert f(z)\rvert$? Does there exist a path along which $\lvert f(z)\rvert$ tends to $\infty$ faster than a fixed function of $M(r)$ (such that $M(r)^\epsilon$)?"
515,proved,14,2,,no,no,['analysis'],https://www.erdosproblems.com/515,"Let $f(z)$ be an entire function, not a polynomial. Does there exist a locally rectifiable path $C$ tending to infinity such that, for every $\lambda>0$, the integral\[\int_C \lvert f(z)\rvert^{-\lambda} \mathrm{d}z\]is finite?"
516,proved,11,4,,yes,no,['analysis'],https://www.erdosproblems.com/516,Let $f(z)=\sum_{k\geq 1}a_k z^{n_k}$ be an entire function of finite order such that $\lim n_k/k=\infty$. Let $M(r)=\max_{\lvert z\rvert=r}\lvert f(z)\rvert$ and $m(r)=\min_{\lvert z\rvert=r}\lvert f(z)\rvert$. Is it true that\[\limsup\frac{\log m(r)}{\log M(r)}=1?\]
517,open,60,1,open,yes,no,['analysis'],https://www.erdosproblems.com/517,Let $f(z)=\sum_{k=1}^\infty a_kz^{n_k}$ be an entire function (with $a_k\neq 0$ for all $k\geq 1$). Is it true that if $n_k/k\to \infty$ then $f(z)$ assumes every value infinitely often?
