id	n	tau	factorization
2894	4698279936	585	2^12*3^4*7^2*17^2
2895	4704588100	63	2^2*5^2*19^6
2896	4705960000	245	2^6*5^4*7^6
2897	4706920449	135	3^8*7^2*11^4
2898	4711449600	891	2^10*3^2*5^2*11^2*13^2
2899	4726562500	99	2^2*5^10*11^2
2900	4730963524	63	2^2*7^2*17^6
2901	4732889616	525	2^4*3^6*7^4*13^2
2902	4740322500	405	2^2*3^8*5^4*17^2
2903	4754378304	315	2^6*3^2*13^4*17^2
2904	4756860900	405	2^2*3^2*5^2*11^4*19^2
2905	4759896064	225	2^14*7^4*11^2
2906	4777574400	399	2^18*3^6*5^2
2907	4783105600	567	2^6*5^2*7^2*13^2*19^2
2908	4790300944	105	2^4*11^6*13^2
2909	4796255025	117	3^12*5^2*19^2
2910	4802490000	1125	2^4*3^4*5^4*7^2*11^2
2911	4804153344	195	2^12*3^2*19^4
2912	4810809600	405	2^8*3^2*5^2*17^4
2913	4829972004	297	2^2*3^10*11^2*13^2
2914	4846248225	405	3^4*5^2*7^2*13^2*17^2
2915	4848615424	75	2^24*17^2
2916	4857532416	325	2^12*3^4*11^4
2917	4867573824	441	2^6*3^6*17^2*19^2
2918	4875530625	225	3^2*5^4*7^4*19^2
2919	4884332544	459	2^16*3^2*7^2*13^2
2920	4891323844	75	2^2*11^4*17^4
2921	4896080784	315	2^4*3^2*7^6*17^2
2922	4897760256	165	2^10*3^14
2923	4900000000	243	2^8*5^8*7^2
2924	4909804900	405	2^2*5^2*7^4*11^2*13^2
2925	4917515625	189	3^2*5^6*11^2*17^2
2926	4928040000	735	2^6*3^6*5^4*13^2
2927	4931410176	729	2^8*3^2*7^2*11^2*19^2
2928	4931831529	55	3^10*17^4
2929	4942652416	77	2^10*13^6
2930	4955456025	135	3^2*5^2*13^2*19^4
2931	4956160000	255	2^16*5^4*11^2
2932	4978713600	825	2^10*3^4*5^2*7^4
2933	4990292164	135	2^2*11^2*13^4*19^2
2934	4996510596	567	2^2*3^6*7^2*11^2*17^2
2935	5001318400	351	2^12*5^2*13^2*17^2
2936	5006411536	125	2^4*7^4*19^4
2937	5010516225	225	3^4*5^2*11^4*13^2
2938	5013348025	75	5^2*7^4*17^4
2939	5023265625	189	3^8*5^6*7^2
2940	5038160400	675	2^4*3^2*5^2*7^2*13^4
2941	5049523600	405	2^4*5^2*11^2*17^2*19^2
2942	5060330496	495	2^10*3^4*13^2*19^2
2943	5062037904	375	2^4*3^2*7^4*11^4
2944	5076562500	243	2^2*3^2*5^8*19^2
2945	5080838400	729	2^8*3^8*5^2*11^2
2946	5089966336	189	2^8*7^6*13^2
2947	5095532689	45	13^2*17^4*19^2
2948	5097960000	945	2^6*3^2*5^4*7^2*17^2
2949	5103959364	195	2^2*3^12*7^4
2950	5109104484	225	2^2*3^4*11^2*19^4
2951	5112250000	315	2^4*5^6*11^2*13^2
2952	5127132816	405	2^4*3^8*13^2*17^2
2953	5138022400	207	2^22*5^2*7^2
2954	5139025969	63	7^6*11^2*19^2
2955	5156388864	405	2^14*3^2*11^2*17^2
2956	5158112400	945	2^4*3^6*5^2*7^2*19^2
2957	5158830625	75	5^4*13^4*17^2
2958	5165871876	147	2^2*3^6*11^6
2959	5183280025	135	5^2*7^2*11^4*17^2
2960	5184000000	455	2^12*3^4*5^6
2961	5188320900	243	2^2*3^2*5^2*7^8
2962	5194373184	945	2^6*3^4*7^2*11^2*13^2
2963	5208653241	51	3^16*11^2
2964	5212840000	175	2^6*5^4*19^4
2965	5220062500	105	2^2*5^6*17^4
2966	5234811904	297	2^10*7^2*17^2*19^2
2967	5256395001	63	3^2*11^2*13^6
2968	5267275776	405	2^14*3^8*7^2
2969	5270760000	525	2^6*3^2*5^4*11^4
2970	5273373924	405	2^2*3^2*7^4*13^2*19^2
2971	5281655625	225	3^4*5^4*17^2*19^2
2972	5294745225	315	3^6*5^2*7^4*11^2
2973	5299840000	495	2^10*5^4*7^2*13^2
2974	5303917584	375	2^4*3^4*7^2*17^4
2975	5314410000	325	2^4*3^12*5^4
2976	5318784900	729	2^2*3^2*5^2*11^2*13^2*17^2
2977	5323161600	459	2^16*3^2*5^2*19^2
2978	5330168064	315	2^8*3^6*13^4
2979	5347265625	135	3^4*5^8*13^2
2980	5350922500	405	2^2*5^4*7^2*11^2*19^2
2981	5358972025	27	5^2*11^8
2982	5360582656	171	2^18*11^2*13^2
2983	5373476416	315	2^6*7^4*11^2*17^2
2984	5381542881	189	3^6*11^2*13^2*19^2
2985	5393433600	693	2^10*3^6*5^2*17^2
2986	5402250000	525	2^4*3^2*5^6*7^4
2987	5412250624	165	2^10*11^4*19^2
2988	5423438736	225	2^4*3^2*17^2*19^4
2989	5430953025	63	3^2*5^2*17^6
2990	5433164100	729	2^2*3^8*5^2*7^2*13^2
2991	5435817984	135	2^26*3^4
2992	5457072384	297	2^8*3^10*19^2
2993	5464166400	1053	2^12*3^2*5^2*7^2*11^2
2994	5473632256	85	2^16*17^4
2995	5483698704	375	2^4*3^4*11^4*17^2
2996	5489031744	343	2^6*3^6*7^6
2997	5490810000	675	2^4*3^2*5^4*13^2*19^2
2998	5513062500	441	2^2*3^6*5^6*11^2
2999	5513953536	729	2^8*3^2*7^2*13^2*17^2
3000	5529112164	135	2^2*3^14*17^2
3001	5529409600	315	2^6*5^2*11^2*13^4
3002	5531640625	81	5^8*7^2*17^2
3003	5547270400	405	2^8*5^2*7^4*19^2
3004	5554571841	125	3^4*7^4*13^4
3005	5555615296	147	2^6*7^2*11^6
3006	5567099769	243	3^2*7^2*11^2*17^2*19^2
3007	5579791204	63	2^2*13^6*17^2
3008	5595040000	405	2^8*5^4*11^2*17^2
3009	5601624336	495	2^4*3^10*7^2*11^2
3010	5607014400	675	2^14*3^4*5^2*13^2
3011	5620500900	675	2^2*3^4*5^2*7^4*17^2
3012	5625000000	231	2^6*3^2*5^10
3013	5636255625	405	3^2*5^4*7^2*11^2*13^2
3014	5638207744	135	2^8*13^2*19^4
3015	5646019600	225	2^4*5^2*13^2*17^4
3016	5661057600	945	2^6*3^4*5^2*11^2*19^2
3017	5664669696	285	2^18*3^2*7^4
3018	5686818921	135	3^8*7^4*19^2
3019	5692551601	21	11^2*19^6
3020	5694211600	315	2^4*5^2*7^6*11^2
3021	5700854016	405	2^8*3^2*11^4*13^2
3022	5712638724	405	2^2*3^4*13^2*17^2*19^2
3023	5715360000	945	2^8*3^6*5^4*7^2
3024	5719140625	45	5^8*11^4
3025	5732306944	195	2^12*7^2*13^4
3026	5735790225	243	3^8*5^2*11^2*17^2
3027	5746094809	63	7^6*13^2*17^2
3028	5747156100	405	2^2*3^2*5^2*7^2*19^4
3029	5748065856	273	2^6*3^12*13^2
3030	5755801689	63	3^2*11^6*19^2
3031	5776000000	231	2^10*5^6*19^2
3032	5780865024	357	2^16*3^6*11^2
3033	5783602500	375	2^2*3^4*5^4*13^4
3034	5787557776	405	2^4*7^2*11^2*13^2*19^2
3035	5800345600	405	2^14*5^2*7^2*17^2
3036	5811012900	675	2^2*3^4*5^2*7^2*11^4
3037	5821079616	315	2^6*3^2*11^2*17^4
3038	5843073600	945	2^6*3^2*5^2*7^4*13^2
3039	5852250000	525	2^4*3^4*5^6*17^2
3040	5859137025	135	3^14*5^2*7^2
3041	5868785664	585	2^12*3^4*7^2*19^2
3042	5898240000	315	2^20*3^2*5^4
3043	5903156224	99	2^10*7^8
3044	5909611876	135	2^2*7^2*17^4*19^2
3045	5912841025	63	5^2*7^2*13^6
3046	5921302500	405	2^2*3^8*5^4*19^2
3047	5929000000	441	2^6*5^6*7^2*11^2
3048	5938860096	315	2^6*3^2*13^4*19^2
3049	5940863929	75	7^4*11^4*13^2
3050	5946260544	567	2^6*3^8*7^2*17^2
3051	5955980625	175	3^4*5^4*7^6
3052	5962928400	945	2^4*3^6*5^2*11^2*13^2
3053	5983022500	405	2^2*5^4*7^2*13^2*17^2
3054	5996953600	225	2^14*5^2*11^4
3055	6009350400	729	2^8*3^2*5^2*17^2*19^2
3056	6017260041	105	3^6*13^4*17^2
3057	6024243456	675	2^8*3^4*7^4*11^2
3058	6046617600	429	2^12*3^10*5^2
3059	6051595264	297	2^10*11^2*13^2*17^2
3060	6053618025	405	3^4*5^2*7^2*13^2*19^2
3061	6056574976	75	2^24*19^2
3062	6080256576	245	2^6*3^6*19^4
3063	6084000000	567	2^8*3^2*5^6*13^2
3064	6088680900	315	2^2*3^6*5^2*17^4
3065	6096174084	405	2^2*3^2*7^2*11^2*13^4
3066	6103515625	15	5^14
3067	6109923556	135	2^2*11^4*17^2*19^2
3068	6115865616	315	2^4*3^2*7^6*19^2
3069	6136528896	285	2^18*3^4*17^2
3070	6142640625	189	3^2*5^6*11^2*19^2
3071	6146560000	325	2^12*5^4*7^4
3072	6147814464	315	2^6*3^8*11^4
3073	6160523121	99	3^10*17^2*19^2
3074	6168531600	1215	2^4*3^2*5^2*7^2*11^2*17^2
3075	6179217664	63	2^8*17^6
3076	6181733376	693	2^10*3^6*7^2*13^2
3077	6185822500	225	2^2*5^4*11^4*13^2
3078	6198727824	95	2^4*3^18
3079	6201562500	405	2^2*3^4*5^8*7^2
3080	6217007104	189	2^20*7^2*11^2
3081	6224736609	135	3^2*7^2*13^2*17^4
3082	6237050625	165	3^10*5^4*13^2
3083	6241316004	567	2^2*3^6*7^2*11^2*19^2
3084	6247321600	351	2^12*5^2*13^2*19^2
3085	6255544464	175	2^4*3^4*13^6
3086	6262348225	135	5^2*7^4*17^2*19^2
3087	6272640000	825	2^10*3^4*5^4*11^2
3088	6277868289	81	3^2*7^8*11^2
3089	6301184400	675	2^4*3^8*5^2*7^4
3090	6307536400	225	2^4*5^2*11^2*19^4
3091	6316275625	75	5^4*11^2*17^4
3092	6329793600	945	2^6*3^4*5^2*13^2*17^2
3093	6340140625	105	5^6*7^4*13^2
3094	6365007961	45	13^2*17^2*19^4
3095	6368040000	945	2^6*3^2*5^4*7^2*19^2
3096	6377619600	315	2^4*3^2*5^2*11^6
3097	6379536384	207	2^22*3^2*13^2
3098	6394881024	495	2^10*3^2*7^4*17^2
3099	6400000000	135	2^14*5^8
3100	6404480784	405	2^4*3^8*13^2*19^2
3101	6412806400	729	2^8*5^2*7^2*11^2*13^2
3102	6430436100	351	2^2*3^12*5^2*11^2
3103	6435729729	135	3^2*11^4*13^2*17^2
3104	6441025536	405	2^14*3^2*11^2*19^2
3105	6441988644	315	2^2*3^4*7^6*13^2
3106	6444075625	75	5^4*13^4*19^2
3107	6452105625	315	3^6*5^4*7^2*17^2
3108	6471237136	225	2^4*7^2*13^4*17^2
3109	6474616225	135	5^2*7^2*11^4*19^2
3110	6502809600	765	2^16*3^4*5^2*7^2
3111	6520562500	189	2^2*5^6*17^2*19^2
3112	6526054656	567	2^8*3^6*11^2*17^2
3113	6536722500	675	2^2*3^2*5^4*7^4*11^2
3114	6538986496	165	2^10*7^2*19^4
3115	6548046400	315	2^6*5^2*7^2*17^4
3116	6561000000	441	2^6*3^8*5^6
3117	6574128561	243	3^8*7^2*11^2*13^2
3118	6580454400	495	2^10*3^2*5^2*13^4
3119	6597500625	125	3^4*5^4*19^4
3120	6601562500	99	2^2*5^10*13^2
3121	6611641344	495	2^10*3^2*7^2*11^4
3122	6625308816	675	2^4*3^4*7^2*17^2*19^2
3123	6643880100	729	2^2*3^2*5^2*11^2*13^2*19^2
3124	6648119296	225	2^14*7^4*13^2
3125	6658560000	585	2^12*3^2*5^4*17^2
3126	6664109956	81	2^2*7^8*17^2
3127	6666395904	351	2^8*3^12*7^2
3128	6670805625	175	3^6*5^4*11^4
3129	6690585616	125	2^4*11^4*13^4
3130	6707610000	1125	2^4*3^4*5^4*7^2*13^2
3131	6710886400	87	2^28*5^2
3132	6712197184	315	2^6*7^4*11^2*19^2
3133	6737126400	693	2^10*3^6*5^2*19^2
3134	6745993956	165	2^2*3^10*13^4
3135	6769998400	315	2^6*5^2*11^4*17^2
3136	6774606864	105	2^4*3^2*19^6
3137	6776582400	567	2^8*3^2*5^2*7^6
3138	6783993225	135	3^2*5^2*17^4*19^2
3139	6784487424	585	2^12*3^4*11^2*13^2
3140	6800806089	225	3^4*7^4*11^2*17^2
3141	6806250000	405	2^4*3^2*5^8*11^2
3142	6826064400	495	2^4*3^10*5^2*17^2
3143	6831683716	135	2^2*11^2*13^2*17^4
3144	6837305344	153	2^16*17^2*19^2
3145	6849879696	375	2^4*3^4*11^4*19^2
3146	6857496100	225	2^2*5^2*7^4*13^4
3147	6868265625	189	3^2*5^6*13^2*17^2
3148	6879707136	189	2^20*3^8
3149	6887672064	729	2^8*3^2*7^2*13^2*19^2
3150	6889996036	105	2^2*7^6*11^4
3151	6906607236	135	2^2*3^14*19^2
3152	6909765625	81	5^8*7^2*19^2
3153	6915585600	1323	2^6*3^6*5^2*7^2*11^2
3154	6922240000	255	2^16*5^4*13^2
3155	6927565824	275	2^10*3^4*17^4
3156	6938890000	375	2^4*5^4*7^4*17^2
3157	6947055801	77	3^10*7^6
3158	6954058881	135	3^2*7^2*11^2*19^4
3159	6969912196	63	2^2*13^6*19^2
3160	6975757441	9	17^8
3161	6978597444	567	2^2*3^6*7^2*13^2*17^2
3162	6988960000	405	2^8*5^4*11^2*19^2
3163	6998159025	225	3^4*5^2*11^2*13^4
3164	7018418176	351	2^12*7^2*11^2*17^2
3165	7020764100	675	2^2*3^4*5^2*7^4*19^2
3166	7031325609	105	3^4*7^2*11^6
3167	7052640400	405	2^4*5^2*13^2*17^2*19^2
3168	7056000000	693	2^10*3^2*5^6*7^2
3169	7061881225	33	5^2*7^10
3170	7070119056	675	2^4*3^2*7^4*11^2*13^2
3171	7081222500	675	2^2*3^4*5^4*11^2*17^2
3172	7096377600	729	2^8*3^8*5^2*13^2
3173	7119140625	77	3^6*5^10
3174	7135856676	225	2^2*3^4*13^2*19^4
3175	7136870400	513	2^18*3^2*5^2*11^2
3176	7140250000	175	2^4*5^6*13^4
3177	7164776025	243	3^8*5^2*11^2*19^2
3178	7169347584	455	2^12*3^6*7^4
3179	7174090000	375	2^4*5^4*7^2*11^4
3180	7177647841	63	7^6*13^2*19^2
3181	7201898496	405	2^14*3^2*13^2*17^2
3182	7215143364	315	2^2*3^6*11^4*13^2
3183	7219221156	225	2^2*3^2*7^4*17^4
3184	7225000000	189	2^6*5^8*17^2
3185	7233502500	495	2^2*3^10*5^4*7^2
3186	7239457225	243	5^2*7^2*11^2*13^2*17^2
3187	7245414400	405	2^14*5^2*7^2*19^2
3188	7254950976	525	2^6*3^4*7^2*13^4
3189	7256313856	91	2^12*11^6
